Chromosome-UR:48774-61122|Chromosome-UR:48534-66900_1|UR_Stop_Locations:240-12588|Length:12348|Frame:1|UR_Frame:1|Start_Stop=TAG|End_Stop=TAA|StORF_Type:Stop-ORF	sp|Q70LM5|LGRC_BREPA	33.5	5187	2229	80	69	4083	1076	6213	0.0	2504
Chromosome-UR:73945-81865|Chromosome-UR:73804-93892_0|UR_Stop_Locations:141-8061|Length:7920|Frame:5|UR_Frame:4|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|Q70LM5|LGRC_BREPA	40.3	2640	1483	41	4	2603	3615	6201	0.0	1743
Chromosome-UR:81862-85198|Chromosome-UR:73804-93892_1|UR_Stop_Locations:8058-11394|Length:3336|Frame:5|UR_Frame:4|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q70LM5|LGRC_BREPA	44.5	1069	547	21	39	1084	3644	4689	6.03e-257	812
Chromosome-UR:85179-93774|Chromosome-UR:73804-93892_2|UR_Stop_Locations:11375-19970|Length:8595|Frame:4|UR_Frame:6|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|Q70LM5|LGRC_BREPA	42.8	2617	1375	47	44	2588	3644	6209	0.0	1868
Chromosome-UR:189047-191246|Chromosome-UR:188610-191301_1|UR_Stop_Locations:437-2636|Length:2199|Frame:3|UR_Frame:3|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P11461|FATA_VIBA7	27.2	744	474	29	22	732	18	726	2.36e-50	191
Chromosome-UR:195900-197190|Chromosome-UR:194961-197419_2|UR_Stop_Locations:939-2229|Length:1290|Frame:1|UR_Frame:1|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P55708|Y4XP_SINFN	49.9	335	165	3	94	425	1	335	5.97e-100	304
Chromosome-UR:244113-245292|Chromosome-UR:243018-245332_2|UR_Stop_Locations:1095-2274|Length:1179|Frame:4|UR_Frame:4|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P96072|VLMH_STRVF	36.0	372	227	5	18	384	4	369	5.85e-60	201
Chromosome-UR:522718-523834|Chromosome-UR:522619-523966_0|UR_Stop_Locations:99-1215|Length:1116|Frame:5|UR_Frame:4|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P06134|ADA_ECOLI	49.6	347	174	1	12	358	3	348	3.83e-114	339
Chromosome-UR:735369-736224|Chromosome-UR:735178-736279_1|UR_Stop_Locations:191-1046|Length:855|Frame:4|UR_Frame:6|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q8K4H1|KFA_MOUSE	31.9	288	179	6	13	284	15	301	6.91e-39	141
Chromosome-UR:759642-760617|Chromosome-UR:759519-760707_0|UR_Stop_Locations:123-1098|Length:975|Frame:1|UR_Frame:1|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P43011|Y1364_HAEIN	34.0	288	189	1	11	297	1	288	9.84e-58	191
Chromosome-UR:774333-775857|Chromosome-UR:773934-776208_2|UR_Stop_Locations:399-1923|Length:1524|Frame:1|UR_Frame:1|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q47688|YKFC_ECOLI	33.1	320	170	5	88	363	4	323	1.77e-43	161
Chromosome-UR:781264-781999|Chromosome-UR:781036-782426_1|UR_Stop_Locations:228-963|Length:735|Frame:5|UR_Frame:4|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P37338|GLAR_ECOLI	58.9	214	88	0	15	228	4	217	2.42e-85	256
Chromosome-UR:788802-789867|Chromosome-UR:787784-789914_5|UR_Stop_Locations:1018-2083|Length:1065|Frame:1|UR_Frame:2|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P30296|LIVM_SALTY	30.9	298	172	5	50	321	116	405	2.17e-26	112
Chromosome-UR:822804-826398|Chromosome-UR:822578-826552_1|UR_Stop_Locations:226-3820|Length:3594|Frame:4|UR_Frame:5|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P09489|PRTS_SERMA	39.5	631	292	7	613	1197	459	1045	1.86e-118	396
Chromosome-UR:857442-858264|Chromosome-UR:857374-858953_0|UR_Stop_Locations:68-890|Length:822|Frame:1|UR_Frame:3|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q55921|PRXC_SYNY3	30.6	186	118	6	75	258	14	190	4.13e-12	68.2
Chromosome-UR:863763-865404|Chromosome-UR:863720-866274_0|UR_Stop_Locations:43-1684|Length:1641|Frame:4|UR_Frame:5|Start_Stop=TAG|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P77698|YBCK_ECOLI	29.6	334	205	10	34	339	3	334	4.27e-27	118
Chromosome-UR:1006875-1013982|Chromosome-UR:1006751-1014157_0|UR_Stop_Locations:124-7231|Length:7107|Frame:4|UR_Frame:5|Start_Stop=TAG|End_Stop=TAG|StORF_Type:Stop-ORF	sp|D2AJU0|IPA9_SHIF2	27.3	267	167	9	2106	2362	272	521	3.17e-09	65.9
Chromosome-UR:1040296-1041241|Chromosome-UR:1040253-1041609_0|UR_Stop_Locations:43-988|Length:945|Frame:2|UR_Frame:2|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P9WLC6|Y2307_MYCTO	37.4	227	127	5	90	314	60	273	4.49e-33	126
Chromosome-UR:1071559-1072714|Chromosome-UR:1071350-1072910_0|UR_Stop_Locations:209-1364|Length:1155|Frame:5|UR_Frame:6|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q3K999|SFNR_PSEPF	63.4	328	117	1	48	375	22	346	9.51e-144	415
Chromosome-UR:1073608-1074280|Chromosome-UR:1073441-1074349_1|UR_Stop_Locations:167-839|Length:672|Frame:5|UR_Frame:6|Start_Stop=TAG|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P9WMJ0|Y1395_MYCTO	32.8	186	109	5	36	215	165	340	4.57e-21	92.8
Chromosome-UR:1092758-1093640|Chromosome-UR:1092725-1093741_0|UR_Stop_Locations:33-915|Length:882|Frame:3|UR_Frame:1|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|A4WNM9|MCTE_RHOS5	28.7	279	188	6	12	286	9	280	1.94e-23	100
Chromosome-UR:1103789-1105910|Chromosome-UR:1103646-1106044_1|UR_Stop_Locations:143-2264|Length:2121|Frame:6|UR_Frame:6|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|Q4W6G0|QGDA_PSEPU	56.9	699	296	4	7	701	8	705	1.12e-290	815
Chromosome-UR:1134371-1134713|Chromosome-UR:1134367-1134760_0|UR_Stop_Locations:4-346|Length:342|Frame:3|UR_Frame:2|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|A4VGD9|TATB_PSEU5	45.9	98	49	1	16	113	1	94	6.19e-21	84.3
Chromosome-UR:1152218-1153193|Chromosome-UR:1151867-1153480_1|UR_Stop_Locations:351-1326|Length:975|Frame:3|UR_Frame:1|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P43011|Y1364_HAEIN	30.7	280	191	2	14	293	1	277	2.63e-38	140
Chromosome-UR:1203823-1204249|Chromosome-UR:1203648-1204784_0|UR_Stop_Locations:175-601|Length:426|Frame:5|UR_Frame:5|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P32053|INTA_ECOLI	39.8	88	51	1	36	121	8	95	6.37e-13	67.8
Chromosome-UR:1331694-1333293|Chromosome-UR:1331258-1334336_2|UR_Stop_Locations:436-2035|Length:1599|Frame:4|UR_Frame:5|Start_Stop=TAG|End_Stop=TAA|StORF_Type:Stop-ORF	sp|F1CYZ5|CARA_ACEWO	42.2	516	281	7	27	531	3	512	1.57e-119	365
Chromosome-UR:1572872-1576175|Chromosome-UR:1572607-1576642_1|UR_Stop_Locations:265-3568|Length:3303|Frame:3|UR_Frame:2|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|E0SAK8|RHSA_DICD3	25.3	1167	702	31	29	1096	211	1306	6.37e-43	174
Chromosome-UR:1752275-1753637|Chromosome-UR:1752076-1753765_1|UR_Stop_Locations:199-1561|Length:1362|Frame:3|UR_Frame:2|Start_Stop=TAA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P40862|PROP_SALTY	39.2	429	249	5	35	453	23	449	5.90e-86	275
Chromosome-UR:1769537-1771337|Chromosome-UR:1769489-1771399_0|UR_Stop_Locations:48-1848|Length:1800|Frame:6|UR_Frame:4|Start_Stop=TAA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|Q5LLW7|DMDC_RUEPO	40.8	581	314	9	10	574	1	567	4.11e-125	384
Chromosome-UR:1778812-1779499|Chromosome-UR:1778638-1779718_0|UR_Stop_Locations:174-861|Length:687|Frame:2|UR_Frame:1|Start_Stop=TAG|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P94131|MUCK_ACIAD	69.4	124	38	0	38	161	8	131	1.26e-48	167
Chromosome-UR:1796620-1797544|Chromosome-UR:1796586-1797717_0|UR_Stop_Locations:34-958|Length:924|Frame:2|UR_Frame:2|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|O52866|HYES_CORS2	32.5	283	179	5	18	293	4	281	1.07e-39	143
Chromosome-UR:2104009-2105314|Chromosome-UR:2103999-2105365_0|UR_Stop_Locations:10-1315|Length:1305|Frame:5|UR_Frame:5|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P06990|T1SB_ECOLX	31.8	198	122	5	18	203	231	427	4.77e-24	107
Chromosome-UR:2235037-2235280|Chromosome-UR:2234990-2235403_0|UR_Stop_Locations:47-290|Length:243|Frame:2|UR_Frame:3|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P24200|MCRA_ECOLI	40.6	64	38	0	14	77	212	275	8.36e-12	61.6
Chromosome-UR:2349809-2350367|Chromosome-UR:2349579-2351155_1|UR_Stop_Locations:230-788|Length:558|Frame:3|UR_Frame:3|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P76241|NIMR_ECOLI	40.0	100	59	1	34	133	21	119	6.43e-19	84.7
Chromosome-UR:2585882-2586779|Chromosome-UR:2585874-2587353_0|UR_Stop_Locations:8-905|Length:897|Frame:6|UR_Frame:6|Start_Stop=TGA|End_Stop=TAG|StORF_Type:Stop-ORF	sp|P71369|Y1104_HAEIN	30.3	188	121	3	61	247	25	203	4.10e-14	75.5
Chromosome-UR:2659481-2662355|Chromosome-UR:2659321-2662530_0|UR_Stop_Locations:160-3034|Length:2874|Frame:6|UR_Frame:5|Start_Stop=TGA|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P17452|TOXA_PASMD	26.0	277	162	7	400	668	239	480	1.08e-10	69.7
Chromosome-UR:2674871-2676170|Chromosome-UR:2674769-2676318_0|UR_Stop_Locations:102-1401|Length:1299|Frame:6|UR_Frame:4|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P02910|HISJ_SALTY	37.8	233	143	2	54	284	20	252	4.48e-48	168
Chromosome-UR:2955504-2956020|Chromosome-UR:2955475-2956443_0|UR_Stop_Locations:29-545|Length:516|Frame:4|UR_Frame:6|Start_Stop=TAA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|Q9M8S8|VTC4_ARATH	31.6	155	92	6	13	158	7	156	9.34e-11	62.0
Chromosome-UR:3031114-3032422|Chromosome-UR:3030759-3032636_1|UR_Stop_Locations:355-1663|Length:1308|Frame:2|UR_Frame:2|Start_Stop=TGA|End_Stop=TAA|StORF_Type:Stop-ORF	sp|P08320|VINT_BPP4	30.6	422	248	14	22	417	3	405	5.18e-46	167
Chromosome-UR:3035935-3036289|Chromosome-UR:3035231-3036351_3|UR_Stop_Locations:704-1058|Length:354|Frame:5|UR_Frame:6|Start_Stop=TAG|End_Stop=TGA|StORF_Type:Stop-ORF	sp|P33997|ALPA_ECOLI	44.6	65	36	0	41	105	2	66	5.23e-15	67.4
